ds,y,kc_centavos_lb,trm
2000-05-18,699762.812419,94.0,2047.79
2000-05-19,722170.4736468749,97.5,2055.35
2000-05-22,758341.3984093748,102.5,2076.85
2000-05-23,764870.1049618748,102.5,2094.73
2000-05-24,759514.10468175,100.5,2111.94
2000-05-25,770374.8895342499,100.5,2142.14
2000-05-26,759996.0070560001,100.5,2113.28
2000-05-30,754205.0214709999,101.75,2077.28
2000-05-31,716759.90902175,94.75,2084.92
2000-06-01,719454.368028,94.5,2096.96
2000-06-02,724589.8374137499,95.5,2095.1
2000-06-05,721030.326856125,93.5,2118.57
2000-06-06,697677.117889125,89.5,2118.57
2000-06-07,713335.2798714999,92.0,2121.73
2000-06-08,720978.7800847499,93.0,2127.03
2000-06-09,715999.742266875,92.25,2125.3
2000-06-12,712819.4676858749,92.25,2115.86
2000-06-13,709824.4845264374,92.25,2106.97
2000-06-14,709120.4322399998,91.25,2122.24
2000-06-15,693759.4185864374,89.25,2111.09
2000-06-16,687772.2769369376,88.25,2110.57
2000-06-19,689150.7087025001,88.25,2114.8
2000-06-20,689264.7633403125,88.25,2115.15
2000-06-21,674455.5247361249,85.25,2123.58
2000-06-22,689636.455382875,87.25,2134.34
2000-06-23,702621.5362835624,89.75,2129.13
2000-06-26,700925.3154344374,89.75,2123.99
2000-06-27,706778.5539766874,90.75,2123.99
2000-06-28,704773.1627303124,89.75,2135.65
2000-06-29,699074.3233718749,88.75,2136.22
2000-06-30,688230.2591841875,86.75,2139.11
2000-07-03,691978.49210325,86.75,2150.76
2000-07-05,702445.462929375,88.5,2151.05
2000-07-06,688605.671523,85.5,2163.44
2000-07-07,678311.3500006249,83.5,2168.65
2000-07-10,695232.194309125,86.5,2165.51
2000-07-11,730111.8869164999,92.0,2171.63
2000-07-12,733786.6026479998,92.0,2182.56
2000-07-13,790149.9175679999,102.0,2172.16
2000-07-14,722323.4053804998,91.0,2166.22
2000-07-17,778445.589988,101.0,2156.32
2000-07-18,880352.96450475,119.0,2144.01
2000-07-19,838983.9591485,111.5,2151.56
2000-07-20,751527.303797875,96.5,2155.81
2000-07-21,745586.3764951249,95.5,2155.81
2000-07-24,685059.8985037501,85.5,2152.3
2000-07-25,677661.4004668749,84.5,2147.65
2000-07-26,690024.1171415625,86.25,2153.91
2000-07-27,687728.1569791874,85.25,2165.37
2000-07-28,696389.6473668751,86.25,2173.78
2000-07-31,690084.7717493124,85.25,2172.79
2000-08-01,690643.7531503125,85.25,2174.55
2000-08-02,690793.026592625,85.25,2175.02
2000-08-03,687353.3784686249,84.75,2173.62
2000-08-04,688634.0904526875,84.75,2177.67
2000-08-07,689573.279241,84.75,2180.64
2000-08-08,680559.2494469999,83.25,2180.64
2000-08-09,655281.4347777499,79.25,2176.52
2000-08-10,655176.0608311875,79.25,2176.17
2000-08-11,662215.2126974999,80.25,2179.6
2000-08-14,650587.0616279375,78.25,2180.89
2000-08-15,650616.8928923125,78.25,2180.99
2000-08-16,651947.3672834375,78.25,2185.45
2000-08-17,651950.350409875,78.25,2185.46
2000-08-18,652036.8610765625,78.25,2185.75
2000-08-21,648211.5422413123,77.75,2183.01
2000-08-22,648211.5422413123,77.75,2183.01
2000-08-23,637584.4333299375,75.75,2187.83
2000-08-24,655309.3507785,78.25,2196.72
2000-08-25,657958.367055,78.25,2205.6
2000-08-28,658918.9337678751,78.25,2208.82
2000-08-29,658725.0305494375,78.25,2208.17
2000-08-30,654509.5284213747,77.75,2204.22
2000-08-31,655694.2980988123,77.75,2208.21
2000-09-01,657107.7075385622,77.75,2212.97
2000-09-05,644138.5412385,75.75,2210.32
2000-09-06,656561.3475870623,77.75,2211.13
2000-09-07,671788.7130425625,80.25,2211.11
2000-09-08,675768.3346094999,81.0,2209.18
2000-09-11,674443.8264712499,81.0,2204.85
2000-09-12,687075.5274542499,83.0,2206.39
2000-09-13,693325.4873654998,84.0,2206.93
2000-09-14,678646.4109039999,81.5,2208.64
2000-09-15,673927.31046069,80.52,2212.73
2000-09-18,679168.76805525,81.5,2210.34
2000-09-19,679482.182346,81.5,2211.36
2000-09-20,679313.1844441249,81.5,2210.81
2000-09-21,673866.2573678748,80.5,2212.93
2000-09-22,677072.78070575,80.5,2223.46
2000-09-25,688973.7328319999,82.0,2232.24
2000-09-26,706100.51620625,85.0,2228.05
2000-09-27,686019.982956,82.0,2222.67
2000-09-28,690357.7105947499,83.0,2216.93
2000-09-29,707090.6386059999,86.0,2211.94
2000-10-02,676710.4789665,81.0,2212.26
2000-10-03,676141.52166,81.0,2210.4
2000-10-04,673422.15044775,81.0,2201.51
2000-10-05,671424.6820544999,81.0,2194.98
2000-10-06,668390.2430864999,81.0,2185.06
2000-10-09,669099.9102645,81.0,2187.38
2000-10-10,674164.8593680001,82.0,2184.26
2000-10-11,688553.711385375,84.5,2182.17
2000-10-12,674604.4192593748,82.5,2175.97
2000-10-13,674601.3190125,82.5,2175.96
2000-10-16,700105.6997233749,86.5,2180.69
2000-10-17,718134.172677625,89.5,2180.69
2000-10-18,717291.125989625,89.5,2178.13
2000-10-19,703321.9509469998,88.0,2162.86
2000-10-20,670234.8761982499,83.0,2152.31
2000-10-23,642804.6910229999,78.0,2159.79
2000-10-24,642224.324808,78.0,2157.84
2000-10-25,631936.8789442499,76.5,2153.18
2000-10-26,625005.4709909998,74.5,2170.32
2000-10-27,624124.2568192498,74.5,2167.26
2000-10-30,615550.54475475,73.5,2158.14
2000-10-31,621561.2482804998,74.5,2158.36
2000-11-01,618546.1135163747,74.5,2147.89
2000-11-02,615971.5858381247,74.5,2138.95
2000-11-03,612388.1000379999,74.0,2136.73
2000-11-06,618994.05096375,75.0,2139.21
2000-11-07,618994.05096375,75.0,2139.21
2000-11-08,623390.6970720001,76.0,2134.08
2000-11-09,611908.2093794999,74.5,2124.84
2000-11-10,612677.1119411249,74.5,2127.51
2000-11-13,594780.6130516249,71.5,2126.41
2000-11-14,594780.6130516249,71.5,2126.41
2000-11-15,588577.2808533749,70.5,2125.17
2000-11-16,579830.7403597499,69.0,2125.31
2000-11-17,578829.4846289998,69.0,2121.64
2000-11-20,590798.55951325,71.0,2122.63
2000-11-21,579094.12170225,69.0,2122.61
2000-11-22,576590.1418639999,68.5,2124.16
2000-11-24,581199.2582247499,68.5,2141.14
2000-11-27,581408.2699796249,68.5,2141.91
2000-11-28,606604.2243525,72.0,2158.05
2000-11-29,612902.41032625,72.5,2169.82
2000-11-30,598785.8151,70.0,2172.84
2000-12-01,597617.3664999999,70.0,2168.6
2000-12-04,599339.7258749999,70.0,2174.85
2000-12-05,594833.2070175,69.0,2180.3
2000-12-06,595891.7553104998,69.0,2184.18
2000-12-07,593193.54845025,69.0,2174.29
2000-12-08,575757.6773519999,66.0,2176.33
2000-12-11,575757.6773519999,66.0,2176.33
2000-12-12,575556.616008,66.0,2175.57
2000-12-13,577543.419552,66.0,2183.08
2000-12-14,563479.776542375,63.5,2186.87
2000-12-15,568956.8104604998,64.5,2184.76
2000-12-18,569650.2461237499,65.0,2175.91
2000-12-19,570493.23769625,65.0,2179.13
2000-12-20,572598.0986412499,65.0,2187.17
2000-12-21,578064.59172,66.0,2185.05
2000-12-22,578585.7638879999,66.0,2187.02
2000-12-26,592408.5659414999,68.0,2193.57
2000-12-27,587216.300033,67.0,2196.76
2000-12-28,598290.6023324998,68.0,2215.35
2000-12-29,592810.9366492499,66.5,2229.18
2001-01-02,565166.903334,62.0,2229.18
2001-01-03,562738.07348,62.0,2219.6
2001-01-04,563949.9530940001,62.0,2224.38
2001-01-05,567882.223557,62.0,2239.89
2001-01-08,565620.4487835,61.5,2243.16
2001-01-09,565620.4487835,61.5,2243.16
2001-01-10,563671.302904875,61.5,2235.43
2001-01-11,562337.4113527499,61.5,2230.14
2001-01-12,575769.4169534999,63.0,2246.58
2001-01-16,591781.3377726249,65.5,2248.61
2001-01-17,609633.0002028749,68.5,2245.89
2001-01-18,585502.1528675,65.0,2236.46
2001-01-19,597480.7076177499,66.5,2246.74
2001-01-22,630929.6707395,72.0,2244.59
2001-01-23,620385.6071077498,70.5,2240.02
2001-01-24,624761.5022302498,70.5,2255.82
2001-01-25,608823.1743824998,68.0,2254.35
2001-01-26,601455.91305525,67.0,2250.03
2001-01-29,590952.3317582499,65.5,2245.46
2001-01-30,583488.2876129998,64.5,2240.56
2001-01-31,583550.7885899999,64.5,2240.8
2001-02-01,590062.7951459999,65.5,2242.08
2001-02-02,583352.8688294998,64.5,2240.04
2001-02-05,583915.3776224997,64.5,2242.2
2001-02-06,579828.5632974998,64.0,2238.35
2001-02-07,575888.921136375,63.5,2235.03
2001-02-08,576677.3759216251,63.5,2238.09
2001-02-09,584040.3795764998,64.5,2242.68
2001-02-12,582712.2338152498,64.5,2237.58
2001-02-13,583703.5963137499,65.0,2229.59
2001-02-14,585740.3896162498,65.0,2237.37
2001-02-15,576919.5809863751,63.5,2239.03
2001-02-16,564473.150756625,61.5,2238.61
2001-02-20,584686.2230054998,64.5,2245.16
2001-02-21,582092.5978064999,64.0,2247.09
2001-02-22,583532.8760524999,64.0,2252.65
2001-02-23,596004.025584,66.0,2252.86
2001-02-26,591062.7556624998,65.0,2257.7
2001-02-27,593836.7463352499,65.5,2256.42
2001-02-28,594107.8181431248,65.5,2257.45
2001-03-01,588457.1152844998,64.5,2259.64
2001-03-02,596210.5984779999,65.5,2265.44
2001-03-05,595855.3101861249,65.5,2264.09
2001-03-06,622548.862925,70.0,2259.07
2001-03-07,629125.05148075,71.0,2260.33
2001-03-08,623372.83965,70.0,2262.06
2001-03-09,623507.8726250001,70.0,2262.55
2001-03-12,627029.7668538749,70.5,2264.01
2001-03-13,624072.8340577498,69.5,2275.98
2001-03-14,624056.3820809999,69.5,2275.92
2001-03-15,613148.845505625,67.5,2282.01
2001-03-16,612882.84432375,67.5,2281.02
2001-03-19,616549.7612119998,68.0,2282.96
2001-03-20,616549.7612119998,68.0,2282.96
2001-03-21,613191.835595625,67.5,2282.17
2001-03-22,607399.9819415,66.5,2284.04
2001-03-23,608990.25702075,66.5,2290.02
2001-03-26,623164.4755022499,68.5,2295.74
2001-03-27,616367.7284943749,67.5,2293.99
2001-03-28,617896.56357,67.5,2299.68
2001-03-29,619019.67967125,67.5,2303.86
2001-03-30,614258.3756361249,66.5,2309.83
2001-04-02,608087.754487125,65.5,2310.57
2001-04-03,606408.688337375,65.5,2304.19
2001-04-04,610760.8700159999,66.0,2308.64
2001-04-05,612657.725064,66.0,2315.81
2001-04-06,606707.8414924999,65.0,2317.46
2001-04-09,607001.0559524999,65.0,2318.58
2001-04-10,606118.7945862499,65.0,2315.21
2001-04-11,604712.93597,65.0,2309.84
2001-04-12,605820.34415375,65.0,2314.07
2001-04-16,650459.7379335,72.0,2314.07
2001-04-17,652177.1920289999,72.0,2320.18
2001-04-18,671182.36675875,75.0,2319.57
2001-04-19,664027.7961459999,74.0,2316.91
2001-04-20,666942.524248,74.0,2327.08
2001-04-23,706223.2859825001,80.0,2329.73
2001-04-24,681900.7607170001,76.0,2334.38
2001-04-25,676850.858145,75.0,2339.16
2001-04-26,678601.4642137501,75.0,2345.21
2001-04-27,698097.222009,78.0,2345.57
2001-04-30,698442.4655009999,78.0,2346.73
2001-05-01,716118.4197172499,81.0,2341.09
2001-05-02,706441.1437751249,79.5,2341.09
2001-05-03,717608.1090089999,81.0,2345.96
2001-05-04,712352.6807375001,80.0,2349.95
2001-05-07,729943.8259781249,82.5,2354.47
2001-05-08,731515.65114375,82.5,2359.54
2001-05-09,724914.9637482499,81.5,2359.22
2001-05-10,725148.48812175,81.5,2359.98
2001-05-11,718587.056741125,80.5,2359.79
2001-05-14,701302.71193125,77.5,2367.3
2001-05-15,702570.64400875,77.5,2371.58
2001-05-16,704155.5591056249,77.5,2376.93
2001-05-17,704534.753745625,77.5,2378.21
2001-05-18,711148.3657258749,78.5,2378.41
2001-05-21,692609.3716739999,77.0,2348.88
2001-05-22,650650.8784875,72.0,2314.75
2001-05-23,641628.0853289998,70.5,2316.72
2001-05-24,632513.745325,70.0,2295.23
2001-05-25,617657.5827619999,67.0,2310.64
2001-05-29,625500.4632964999,67.0,2339.98
2001-05-30,620130.1605441249,66.5,2331.91
2001-05-31,618287.24979175,66.5,2324.98
2001-06-01,625304.293453125,67.5,2327.25
2001-06-04,632717.2317509998,69.0,2319.16
2001-06-05,626638.7637179999,69.0,2296.88
2001-06-06,523674.48059437494,52.5,2303.37
2001-06-07,518916.056344125,51.75,2303.38
2001-06-08,515748.97503593744,51.25,2303.41
2001-06-11,520487.3510230624,52.25,2296.31
2001-06-12,518604.8604522499,51.5,2309.06
2001-06-13,526032.11500125,52.5,2313.74
2001-06-14,523399.3853549999,52.5,2302.16
2001-06-15,530872.7026831249,53.75,2300.18
2001-06-18,533140.2783629999,54.0,2303.13
2001-06-19,544247.3674955625,55.75,2303.13
2001-06-20,526267.031041125,52.75,2307.78
2001-06-21,511418.584648125,50.5,2305.35
2001-06-22,524597.7754503749,52.75,2300.46
2001-06-25,514734.6776,51.25,2298.88
2001-06-26,508399.48156799993,50.25,2298.88
2001-06-27,511269.9519235,50.5,2304.68
2001-06-28,508612.44786,50.0,2307.03
2001-06-29,509825.90515518736,50.25,2305.33
2001-07-02,509976.625379375,50.5,2298.85
2001-07-03,500473.95534124994,49.0,2298.85
2001-07-05,501434.03979350004,49.0,2303.26
2001-07-06,495108.268512,48.0,2303.36
2001-07-09,493819.2065296875,47.75,2304.75
2001-07-10,490775.50815768744,47.25,2305.37
2001-07-11,487766.0571794999,46.75,2306.16
2001-07-12,489045.66685356246,46.75,2312.21
2001-07-13,486733.9092109999,46.0,2323.99
2001-07-16,490253.3645789999,46.75,2317.92
2001-07-17,487004.6365469999,46.75,2302.56
2001-07-18,483033.48209874996,46.25,2298.76
2001-07-19,487757.04579525,47.0,2298.63
2001-07-20,483644.95412406244,46.25,2301.67
2001-07-23,480473.5118019374,45.75,2301.67
2001-07-24,482182.801914,46.0,2302.26
2001-07-25,489964.42157024995,47.25,2301.56
2001-07-26,474342.801164375,44.75,2302.7
2001-07-27,467759.28913656255,43.75,2301.53
2001-07-30,467793.83966562495,43.75,2301.7
2001-07-31,473430.2469414375,44.75,2298.27
2001-08-01,478715.8371703124,45.75,2293.25
2001-08-02,480702.068891,46.0,2295.19
2001-08-03,481481.18159899994,46.0,2298.91
2001-08-06,480813.0715079999,46.0,2295.72
2001-08-07,476763.48770324996,45.5,2291.46
2001-08-08,478342.1747486249,45.75,2291.46
2001-08-09,477510.426738125,45.5,2295.05
2001-08-10,478350.52474687493,45.75,2291.5
2001-08-13,468168.2185888125,44.25,2288.03
2001-08-14,473824.439886875,45.25,2284.9
2001-08-15,473841.029652375,45.25,2284.98
2001-08-16,475174.4320544374,45.25,2291.41
2001-08-17,476081.0475822499,45.5,2288.18
2001-08-20,505343.1755253749,50.25,2285.06
2001-08-21,481729.00844475,46.5,2285.06
2001-08-22,484622.9304455,47.0,2283.86
2001-08-23,486785.26307812496,47.5,2279.25
2001-08-24,493729.5060534375,48.75,2275.07
2001-08-27,493388.78892187495,48.75,2273.5
2001-08-28,489064.743706,47.75,2282.56
2001-08-29,486046.75671475,47.0,2290.57
2001-08-30,492210.10261774994,47.75,2297.24
2001-08-31,486723.3339244374,46.75,2301.23
2001-09-04,487552.4363909374,46.75,2305.15
2001-09-05,468521.43316,43.75,2305.28
2001-09-06,476437.7619876875,44.75,2312.87
2001-09-07,478888.9342874999,45.0,2317.02
2001-09-10,476326.628471375,44.5,2320.09
2001-09-11,477289.51003525,44.5,2324.78
2001-09-12,487129.08734599996,45.5,2341.28
2001-09-13,487099.95880424994,45.5,2341.14
2001-09-14,486290.60146562493,45.5,2337.25
2001-09-17,487370.43812049995,45.5,2342.44
2001-09-18,487316.3422572499,45.5,2342.18
2001-09-19,486527.7910198749,45.5,2338.39
2001-09-20,487287.2137154999,45.5,2342.04
2001-09-21,487212.3117509999,45.5,2341.68
2001-09-24,487316.3422572499,45.5,2342.18
2001-09-25,455829.1602424999,41.0,2329.7
2001-09-26,453715.25346606254,40.75,2327.09
2001-09-27,455592.41161224985,41.0,2328.49
2001-09-28,455643.2832187499,41.0,2328.75
2001-10-01,451496.1105318125,40.25,2332.19
2001-10-02,449485.8829003125,39.75,2338.45
2001-10-03,442244.0162249999,38.75,2334.24
2001-10-04,439392.5744958749,38.25,2336.18
2001-10-05,444240.07917299995,39.0,2336.28
2001-10-08,444847.7482288125,39.25,2331.03
2001-10-09,440028.01487425,38.5,2331.02
2001-10-10,434816.2449681875,37.75,2328.91
2001-10-11,439623.7909078124,38.75,2320.41
2001-10-12,438092.9578953124,38.75,2312.33
2001-10-15,433765.3783979999,38.0,2314.74
2001-10-16,427386.4757745,37.0,2314.74
2001-10-17,425274.22935250006,37.0,2303.3
2001-10-18,429420.5064125625,37.75,2300.01
2001-10-19,436671.6738285,38.5,2313.24
2001-10-22,425887.40306887496,36.75,2315.26
2001-10-23,418491.3990083749,35.5,2318.47
2001-10-24,426049.2772923749,36.75,2316.14
2001-10-25,425074.83525237505,36.5,2319.53
2001-10-26,430936.7958224999,37.5,2316.68
2001-10-29,430531.28353124997,37.5,2314.5
2001-10-30,425181.04282087495,36.75,2311.42
2001-10-31,423332.04180575,36.5,2310.02
2001-11-01,423167.108672,36.5,2309.12
2001-11-02,434447.90808168746,38.25,2309.89
2001-11-05,439132.6911344999,39.0,2309.42
2001-11-06,453452.235410625,41.25,2309.42
2001-11-07,464549.4244214999,43.0,2309.22
2001-11-08,467194.51371862495,43.5,2306.57
2001-11-09,460971.9875474999,42.5,2307.24
2001-11-12,453912.2982679999,41.5,2303.68
2001-11-13,453912.2982679999,41.5,2303.68
2001-11-14,454908.2009058125,41.75,2300.69
2001-11-15,485471.006422875,46.5,2302.81
2001-11-16,479355.0529604375,45.25,2311.57
2001-11-19,479927.39987018745,45.25,2314.33
2001-11-20,468071.55289124994,43.5,2310.9
2001-11-21,470468.457091875,43.75,2314.86
2001-11-23,471019.2331728125,43.75,2317.57
2001-11-26,470781.4442375,43.75,2316.4
2001-11-27,470143.27564187505,43.75,2313.26
2001-11-28,447761.697824375,40.25,2312.9
2001-11-29,463755.1422744349,42.82,2310.97
2001-11-30,443746.3338556875,39.75,2308.59
2001-12-03,447499.76141062495,40.5,2303.35
2001-12-04,447651.301477875,40.5,2304.13
2001-12-05,448121.78116475,40.25,2314.76
2001-12-06,451428.24268300005,40.75,2315.36
2001-12-07,449741.77727737493,40.5,2314.89
2001-12-10,455334.91199625,41.5,2310.9
2001-12-11,454844.2875941249,41.5,2308.41
2001-12-12,460836.1278399999,42.5,2306.56
2001-12-13,460948.0123049999,42.5,2307.12
2001-12-14,465108.6813999999,43.0,2312.0
2001-12-17,461658.19619081245,42.25,2318.67
2001-12-18,452088.1405644999,41.0,2310.58
2001-12-19,449763.18964912504,40.75,2306.82
2001-12-20,456175.630054375,41.75,2307.1
2001-12-21,470435.925168,44.0,2306.88
2001-12-24,469675.2761525,44.0,2303.15
2001-12-26,468541.4400865,44.0,2297.59
2001-12-27,451046.96054343745,41.25,2297.17
2001-12-28,451863.77225343743,41.25,2301.33
2001-12-31,449870.8302206249,41.25,2291.18
2002-01-02,449870.8302206249,41.25,2291.18
2002-01-03,454257.10083599994,42.0,2289.42
2002-01-04,455931.94376056246,42.25,2289.91
2002-01-07,463388.9882373125,43.25,2295.59
2002-01-08,460225.92347118753,42.75,2295.59
2002-01-09,463964.0151382499,43.0,2306.31
2002-01-10,479861.51617937494,45.5,2306.35
2002-01-11,482540.13636881247,45.75,2311.57
2002-01-14,469958.735169,44.0,2304.54
2002-01-15,476397.9272600624,45.25,2297.31
2002-01-16,469817.10900231247,44.75,2280.73
2002-01-17,460469.12750437495,43.75,2265.66
2002-01-18,457216.0935739375,43.25,2265.01
2002-01-22,456051.35838074994,43.25,2259.24
2002-01-23,442801.3303821249,41.5,2247.29
2002-01-24,442892.3398515,41.75,2239.92
2002-01-25,439784.67994174996,41.5,2231.98
2002-01-28,437255.79478693753,40.75,2242.67
2002-01-29,434491.7455724999,40.0,2252.37
2002-01-30,436436.22041249985,40.0,2262.45
2002-01-31,436893.40348499996,40.0,2264.82
2002-02-01,441802.5204016875,40.75,2265.99
2002-02-04,445187.90731593745,41.25,2267.33
2002-02-05,448169.66964481253,41.75,2266.61
2002-02-06,451495.7729493749,42.5,2259.81
2002-02-07,453637.8781934999,43.0,2254.98
2002-02-08,454681.95866774995,43.0,2260.17
2002-02-11,458780.51259425003,43.25,2272.76
2002-02-12,451438.094578625,41.75,2283.14
2002-02-13,451254.2568283749,41.5,2290.19
2002-02-14,456604.6973324375,41.75,2309.27
2002-02-15,458743.28207399993,42.0,2312.03
2002-02-19,454169.79788399994,42.0,2288.98
2002-02-20,454153.93839887495,42.25,2280.98
2002-02-21,467126.72165362496,44.25,2282.94
2002-02-22,483688.66760499997,46.0,2309.45
2002-02-25,478562.89165781246,45.25,2307.75
2002-02-26,471115.00324349996,44.0,2310.21
2002-02-27,465336.0052797499,43.0,2313.13
2002-02-28,456713.44710337505,41.75,2309.82
2002-03-01,459225.13622218743,42.25,2306.45
2002-03-04,465556.9702086875,43.25,2306.33
2002-03-05,465691.59670687496,43.5,2299.15
2002-03-06,472468.25411499996,44.75,2293.6
2002-03-07,478037.39981249993,45.75,2290.0
2002-03-08,471691.6560516875,44.75,2289.83
2002-03-11,478322.84298699995,46.0,2283.83
2002-03-12,500422.28456,50.0,2269.88
2002-03-13,500265.75654,50.0,2269.17
2002-03-14,509980.38701224985,51.5,2270.66
2002-03-15,511907.45224368747,51.75,2272.27
2002-03-18,510184.89307499997,51.25,2278.56
2002-03-19,485853.63889218745,47.25,2282.25
2002-03-20,493612.31672156247,48.75,2274.53
2002-03-21,511988.27223499987,51.5,2279.6
2002-03-22,499511.7764999999,49.5,2280.0
2002-03-25,499867.22324893746,49.75,2274.47
2002-03-26,501434.2051399999,50.0,2274.47
2002-03-27,500104.1096679374,50.25,2261.37
2002-03-28,506304.58963906247,51.25,2261.23
2002-04-01,506304.58963906247,51.25,2261.23
2002-04-02,522654.0515590625,53.75,2264.57
2002-04-03,525609.0208654999,54.5,2257.16
2002-04-04,529693.4445556875,54.75,2267.99
2002-04-05,512813.0756924999,52.0,2269.35
2002-04-08,497353.01948543754,49.75,2263.03
2002-04-09,487824.72762925003,48.5,2255.02
2002-04-10,500126.934374375,50.5,2254.45
2002-04-11,499310.17777987494,50.25,2257.78
2002-04-12,493935.6173551249,49.25,2261.66
2002-04-15,483737.58261124993,47.5,2264.98
2002-04-16,487275.474114,48.0,2266.92
2002-04-17,491014.6198649999,48.75,2262.56
2002-04-18,500048.8219319999,50.25,2261.12
2002-04-19,514609.6067516249,52.75,2256.66
2002-04-22,500000.1687243749,50.25,2260.9
2002-04-23,504445.38536700007,51.0,2259.88
2002-04-24,508412.70928799984,51.5,2263.68
2002-04-25,497939.81354562496,49.75,2265.7
2002-04-26,481130.206095,47.0,2267.4
2002-04-29,477183.5229287499,46.25,2270.92
2002-04-30,467141.2721456249,44.5,2275.35
2002-05-01,482834.12933524995,47.0,2275.43
2002-05-02,471860.62639581243,45.25,2275.43
2002-05-03,472717.0730397499,45.25,2279.56
2002-05-06,474133.4242693124,45.25,2286.39
2002-05-07,473977.89521774993,45.25,2285.64
2002-05-08,475752.3111824999,45.5,2286.6
2002-05-09,472256.47280624986,45.0,2284.93
2002-05-10,465247.2624353125,43.75,2289.17
2002-05-13,467401.4862,44.0,2292.0
2002-05-14,464243.36804999993,43.5,2292.0
2002-05-15,467605.41355,44.0,2293.0
2002-05-16,470621.567950875,44.25,2300.02
2002-05-17,481496.87573762494,45.5,2314.21
2002-05-20,485339.7626384999,45.5,2332.68
2002-05-21,492223.3027799999,46.0,2350.2
2002-05-22,501475.43153400003,47.0,2363.28
2002-05-23,485664.00712499995,45.0,2349.8
2002-05-24,484949.9513753125,45.25,2338.55
2002-05-28,478998.37300218747,45.25,2309.85
2002-05-29,476732.333666875,44.75,2314.3
2002-05-30,485295.06396799994,46.0,2317.12
2002-05-31,486141.19712399994,46.0,2321.16
2002-06-03,486250.1053519999,46.0,2321.68
2002-06-04,486250.1053519999,46.0,2321.68
2002-06-05,480443.1913874999,45.0,2324.54
2002-06-06,478708.16922637494,44.5,2331.69
2002-06-07,477840.430794375,44.25,2335.3
2002-06-10,471568.3764570625,43.25,2336.11
2002-06-11,473177.824840875,43.5,2336.11
2002-06-12,472426.28366174997,43.25,2340.36
2002-06-13,472286.48319599987,43.0,2347.68
2002-06-14,462822.00819937495,41.25,2357.14
2002-06-17,460277.6975939999,40.5,2369.12
2002-06-18,465655.2066979999,41.0,2379.92
2002-06-19,463034.5611251249,40.5,2383.31
2002-06-20,466735.4222719375,40.75,2393.87
2002-06-21,481131.99734874995,43.0,2391.65
2002-06-24,481279.8860141249,43.25,2384.22
2002-06-25,487684.52068668744,44.25,2383.41
2002-06-26,484963.420225625,43.75,2386.18
2002-06-27,481228.5597047499,43.0,2392.13
2002-06-28,482437.6008704999,43.0,2398.14
2002-07-01,482574.39754149993,43.0,2398.82
2002-07-02,489185.005727,44.0,2398.82
2002-07-03,504860.84600599995,46.0,2410.54
2002-07-05,508182.54696,46.0,2426.4
2002-07-08,498101.5362015,44.25,2434.32
2002-07-09,502822.03409831243,44.25,2457.39
2002-07-10,508891.0567124999,45.0,2462.18
2002-07-11,519871.331969,46.0,2482.21
2002-07-12,537119.31432775,47.75,2506.84
2002-07-15,524795.3025129373,45.75,2513.99
2002-07-16,516470.6711718125,44.75,2507.21
2002-07-17,514968.9735905,44.75,2499.92
2002-07-18,520085.86905275006,44.75,2524.76
2002-07-19,507170.2819081249,42.5,2538.47
2002-07-22,503649.38664768747,42.25,2529.57
2002-07-23,501230.26401112496,42.25,2517.42
2002-07-24,507276.17256249994,42.5,2539.0
2002-07-25,506864.26687324996,41.5,2572.42
2002-07-26,511942.5263699999,42.0,2580.15
2002-07-29,515139.00490799994,42.0,2596.26
2002-07-30,510422.8886934375,41.25,2599.57
2002-07-31,513619.3052264999,41.0,2625.06
2002-08-01,514002.26149937505,40.75,2636.3
2002-08-02,518429.99963906244,41.25,2640.35
2002-08-05,518956.2148753125,41.25,2643.03
2002-08-06,521201.1311952499,41.0,2663.81
2002-08-07,520691.7192970625,40.75,2670.61
2002-08-08,520691.7192970625,40.75,2670.61
2002-08-09,520191.24988874997,41.25,2649.32
2002-08-12,502611.47221999994,41.0,2568.8
2002-08-13,511471.0132675,41.5,2595.8
2002-08-14,520060.4332494999,41.0,2657.98
2002-08-15,515734.3900967499,41.0,2635.87
2002-08-16,505484.42966243747,39.25,2648.77
2002-08-19,510151.53441862494,39.5,2663.61
2002-08-20,508316.4569566875,39.25,2663.61
2002-08-21,501973.3587398749,39.5,2620.91
2002-08-22,501171.5039986875,39.25,2626.17
2002-08-23,511767.25907999993,40.0,2652.96
2002-08-26,509917.30732249987,40.0,2643.37
2002-08-27,506347.01479518745,39.25,2653.29
2002-08-28,511806.32219062495,39.5,2672.25
2002-08-29,529764.0130639999,41.5,2688.64
2002-08-30,532588.723775625,41.25,2712.46
2002-09-03,526119.0252553124,41.25,2679.51
2002-09-04,547837.6187233124,44.25,2677.39
2002-09-05,564335.210439,46.0,2694.51
2002-09-06,568578.442553,46.0,2714.77
2002-09-09,564290.5944417499,45.5,2712.14
2002-09-10,588597.08109675,49.0,2703.63
2002-09-11,578264.79877375,47.5,2707.58
2002-09-12,569432.9532649999,46.0,2718.85
2002-09-13,583247.4466568748,47.5,2730.91
2002-09-16,587352.9244680625,47.75,2741.29
2002-09-17,602541.3508228124,49.25,2758.95
2002-09-18,598301.680548,48.0,2783.44
2002-09-19,585376.2483971873,46.25,2785.81
2002-09-20,570676.8894316875,44.25,2789.01
