ds,y,kc_centavos_lb,trm
2009-02-23,948662.39870325,103.0,2588.31
2009-02-24,959665.50279985,105.38,2572.3
2009-02-25,969360.96299889,105.48,2596.37
2009-02-26,961569.0984735,105.48,2575.5
2009-02-27,953934.0419548501,105.48,2555.05
2009-03-02,944668.5554082699,104.12,2555.89
2009-03-03,936071.0891144248,101.1,2590.97
2009-03-04,927639.5535448798,100.02,2588.96
2009-03-05,932678.3690828998,100.7,2589.48
2009-03-06,926713.7917190997,100.7,2572.92
2009-03-09,915766.1952692824,100.39,2548.57
2009-03-10,905678.33723664,98.41,2559.36
2009-03-11,891940.1738518699,98.18,2525.06
2009-03-12,892235.1961002699,99.16,2506.73
2009-03-13,893289.4442819599,100.64,2481.26
2009-03-16,889912.27398645,102.06,2445.3
2009-03-17,872442.57740354,102.41,2390.96
2009-03-18,872449.875246895,102.41,2390.98
2009-03-19,880363.3468870625,104.05,2383.15
2009-03-20,870792.0784441724,105.31,2335.29
2009-03-23,878470.052024785,106.18,2340.83
2009-03-24,881953.4844531398,106.72,2340.83
2009-03-25,885320.9081236297,106.52,2353.21
2009-03-26,895377.2260358199,106.52,2379.94
2009-03-27,919618.56947675,107.0,2435.81
2009-03-30,929291.21626803,105.67,2485.56
2009-03-31,942541.142854135,103.54,2561.21
2009-04-01,960835.8132014399,107.04,2544.24
2009-04-02,940925.7618379024,104.69,2534.99
2009-04-03,923125.3857582896,106.63,2451.72
2009-04-06,917209.8286713449,107.38,2422.71
2009-04-07,907618.4507871248,106.75,2408.42
2009-04-08,910712.4076056874,106.75,2416.63
2009-04-09,905163.6461002851,107.54,2388.11
2009-04-13,905163.6461002851,107.54,2388.11
2009-04-14,906721.45649657,107.54,2392.22
2009-04-15,900438.5322803475,106.47,2394.27
2009-04-16,896053.0285971548,106.58,2380.69
2009-04-17,878282.6659386449,105.91,2344.98
2009-04-20,864365.5259907249,103.85,2343.34
2009-04-21,870069.39546527,102.86,2376.38
2009-04-22,860683.7306732499,103.55,2338.6
2009-04-23,864398.8022494273,105.27,2318.83
2009-04-24,869638.5344532598,107.16,2300.74
2009-04-27,868105.2366755998,107.97,2283.2
2009-04-28,869525.4534307547,105.71,2325.02
2009-04-29,868840.6590511723,105.17,2332.47
2009-04-30,853235.589003215,105.22,2289.73
2009-05-01,849991.2762739199,104.77,2288.64
2009-05-04,849991.2762739199,104.77,2288.64
2009-05-05,867124.6465015749,108.46,2272.55
2009-05-06,884511.5885391221,112.21,2256.99
2009-05-07,880168.3551374999,113.0,2233.5
2009-05-08,871723.1062803998,113.2,2208.98
2009-05-11,882862.4806949749,114.94,2210.35
2009-05-12,902324.05751059,117.43,2220.92
2009-05-13,906130.8641516997,118.02,2221.4
2009-05-14,908606.57965924,116.06,2257.36
2009-05-15,907438.8500409374,116.25,2251.53
2009-05-18,910433.9847680001,116.65,2252.8
2009-05-19,917005.3810310249,117.55,2255.22
2009-05-20,917585.9181040749,119.9,2221.27
2009-05-21,913104.5586455924,120.87,2196.21
2009-05-22,917424.3442600499,120.87,2206.6
2009-05-26,928625.6844801198,123.07,2201.44
2009-05-27,936012.7680969449,123.42,2213.89
2009-05-28,940290.3771261823,124.47,2208.89
2009-05-29,934915.6725743999,124.88,2190.45
2009-06-01,917263.080165135,125.49,2140.66
2009-06-02,926838.57541572,129.44,2109.42
2009-06-03,913232.2565742751,129.55,2077.02
2009-06-04,897763.8145438876,127.11,2073.55
2009-06-05,892810.2524880001,126.36,2072.0
2009-06-08,869360.5390362748,122.91,2063.1
2009-06-09,855400.5076550998,118.44,2091.1
2009-06-10,852290.1680297399,120.12,2060.18
2009-06-11,836293.4794813499,118.6,2042.19
2009-06-12,830738.2190317649,118.78,2026.17
2009-06-15,819879.8465846999,117.62,2015.4
2009-06-16,786666.9927533999,111.64,2015.4
2009-06-17,785809.4154149798,111.52,2014.91
2009-06-18,791072.9949933526,108.59,2071.29
2009-06-19,792382.99039372,108.59,2074.72
2009-06-22,802090.6134812998,108.06,2108.2
2009-06-23,801683.9327414499,107.99,2108.2
2009-06-24,822447.9588187498,107.85,2165.0
2009-06-25,825118.8945295997,108.7,2158.72
2009-06-26,835898.4832274998,108.6,2188.5
2009-06-29,824504.9023480498,108.6,2158.67
2009-06-30,830751.1516082624,109.65,2158.67
2009-07-01,821432.9503928623,108.95,2145.21
2009-07-02,807616.0024321948,108.78,2111.71
2009-07-06,788204.2643586099,107.09,2086.36
2009-07-07,789638.69044082,105.86,2109.08
2009-07-08,779976.34032725,105.4,2090.35
2009-07-09,780187.9507779501,104.29,2108.2
2009-07-10,781515.7217537999,104.7,2105.36
2009-07-13,777723.6235105973,103.31,2116.99
2009-07-14,766185.7587950501,103.3,2085.74
2009-07-15,762351.4431811576,104.67,2054.19
2009-07-16,757166.2221358676,106.09,2018.93
2009-07-17,753903.2517075124,105.05,2025.71
2009-07-20,756606.415380255,106.81,2006.82
2009-07-21,765454.9663970548,108.41,2006.82
2009-07-22,762737.917751975,109.34,1986.35
2009-07-23,752738.3291216249,108.3,1975.05
2009-07-24,758535.8916392399,110.93,1953.12
2009-07-27,769586.2487341873,111.75,1970.11
2009-07-28,774398.8239631874,111.75,1982.43
2009-07-29,780556.136096825,110.65,2013.82
2009-07-30,800650.33743992,110.09,2073.92
2009-07-31,799667.9612481174,112.01,2043.37
2009-08-03,808619.8422531622,113.77,2040.95
2009-08-04,819917.4022863999,118.1,2008.96
2009-08-05,818832.762866855,119.09,1992.98
2009-08-06,818473.9229321597,119.41,1987.84
2009-08-07,834136.7319779173,121.57,1997.01
2009-08-10,846519.1800016048,123.82,1997.01
2009-08-11,857349.6540848798,123.82,2022.56
2009-08-12,867815.8995910247,123.58,2050.45
2009-08-13,858049.2442204375,123.65,2026.45
2009-08-14,834495.4404621449,121.41,1999.98
2009-08-17,829438.8807644774,119.29,2016.09
2009-08-18,812215.6204632524,116.19,2016.09
2009-08-19,811360.9606638248,114.53,2037.1
2009-08-20,814908.5888708049,114.82,2041.91
2009-08-21,797637.2278948424,113.81,2012.67
2009-08-24,789293.24081685,113.4,1997.31
2009-08-25,783124.5343803198,112.27,1997.44
2009-08-26,778930.5622955998,110.82,2007.2
2009-08-27,800054.625416255,111.98,2044.79
2009-08-28,791442.4160017374,110.53,2043.65
2009-08-31,792410.7002625,111.3,2035.0
2009-09-01,798684.11292131,110.84,2057.81
2009-09-02,796055.75062728,109.62,2068.96
2009-09-03,794471.4103850699,109.56,2065.73
2009-09-04,779794.6176343124,109.41,2029.75
2009-09-08,788964.2464765599,111.82,2018.72
2009-09-09,783652.1726987798,112.58,1994.44
2009-09-10,788807.1179731875,113.25,1998.17
2009-09-11,786972.8465754375,112.15,2008.95
2009-09-14,791363.1287724798,114.64,1985.38
2009-09-15,817886.5870866074,118.47,1998.99
2009-09-16,827433.2472854799,121.12,1986.86
2009-09-17,817644.5140234799,121.32,1960.76
2009-09-18,824090.7093655498,122.37,1962.6
2009-09-21,820885.178106675,122.65,1951.38
2009-09-22,819822.1875043748,122.5,1950.77
2009-09-23,810106.5470405874,123.55,1914.47
2009-09-24,802490.4097440449,122.33,1911.66
2009-09-25,783358.94390875,117.86,1922.5
2009-09-28,771168.3529405623,115.25,1926.59
2009-09-29,767174.65432377,114.87,1921.64
2009-09-30,761174.3213304998,113.71,1922.0
2009-10-01,769030.0594844173,114.93,1925.49
2009-10-02,767126.3844444474,115.07,1918.87
2009-10-05,775625.4056368126,116.61,1919.75
2009-10-06,782275.0408322851,117.42,1925.57
2009-10-07,788592.8305626524,120.09,1906.59
2009-10-08,793381.6132570349,121.74,1897.31
2009-10-09,799274.5619658799,125.02,1870.96
2009-10-12,791097.4348595174,124.57,1857.21
2009-10-13,797187.9177959398,125.76,1857.21
2009-10-14,783503.0610204601,125.73,1825.68
2009-10-15,790665.0959253749,126.75,1830.38
2009-10-16,788800.5374580648,125.71,1838.26
2009-10-19,805256.7696758199,128.48,1843.81
2009-10-20,811628.7365648,128.48,1858.4
2009-10-21,839963.8438441249,129.25,1913.98
2009-10-22,848709.39115644,131.24,1910.04
2009-10-23,847223.3116543626,130.55,1914.89
2009-10-26,851408.7909916876,130.55,1924.35
2009-10-27,826549.119157245,125.18,1932.81
2009-10-28,845230.83589868,125.12,1977.26
2009-10-29,844932.9867762849,122.83,2006.18
2009-10-30,848534.316219535,123.62,2004.37
2009-11-02,844444.2021295499,123.69,1993.8
2009-11-03,864663.8303671499,127.37,1993.8
2009-11-04,880267.98852916,129.02,2008.72
2009-11-05,865463.652724275,129.93,1963.7
2009-11-06,867968.0475822401,130.84,1958.24
2009-11-09,862817.6650444999,128.0,1981.61
2009-11-10,864302.3622498376,129.33,1968.45
2009-11-11,838285.7119021,124.45,1969.52
2009-11-12,831284.16727048,123.16,1969.52
2009-11-13,823335.6923274174,121.13,1976.89
2009-11-16,818061.5898222075,120.59,1971.27
2009-11-17,818061.5898222075,120.59,1971.27
2009-11-18,838885.96489181,124.82,1966.22
2009-11-19,843127.539682725,126.62,1953.45
2009-11-20,833765.3463775349,124.18,1962.33
2009-11-23,834189.6153001675,123.31,1974.47
2009-11-24,838656.21372544,124.88,1964.92
2009-11-25,840673.1921789575,124.93,1969.01
2009-11-27,842863.457071405,124.93,1974.14
2009-11-30,861521.4854465174,126.51,1997.47
2009-12-01,884138.498216325,130.54,1998.45
2009-12-02,889139.5378662224,132.11,1990.29
2009-12-03,893811.1940603999,132.92,1990.8
2009-12-04,898415.361600405,133.83,1989.94
2009-12-07,888941.9760808948,130.97,2003.94
2009-12-08,905728.5595825498,133.56,2009.45
2009-12-09,910324.7610037624,134.39,2009.45
2009-12-10,904563.78387947,132.76,2016.73
2009-12-11,902034.6016521124,132.35,2016.17
2009-12-14,891182.611855525,131.65,2000.54
2009-12-15,904276.4590617999,134.72,1992.1
2009-12-16,915988.8401186598,136.04,2001.86
2009-12-17,921389.9471995624,136.75,2005.09
2009-12-18,918895.8421298699,135.42,2015.74
2009-12-21,920769.0242438873,134.93,2025.85
2009-12-22,929502.0843129448,136.14,2030.17
2009-12-23,922627.294308225,132.99,2054.1
2009-12-24,913273.7378774625,132.05,2045.07
2009-12-28,912532.4261351376,132.05,2043.41
2009-12-29,888234.3079420798,128.16,2037.92
2009-12-30,889305.6838165498,127.71,2046.2
2009-12-31,885914.4485965949,127.26,2044.23
2010-01-04,885914.4485965949,127.26,2044.23
2010-01-05,898719.4980234625,131.35,2021.21
2010-01-06,891185.4982542599,132.28,1992.78
2010-01-07,885662.81823019,133.03,1971.32
2010-01-08,884330.8639878898,132.97,1969.08
2010-01-11,899954.4911491197,135.92,1968.24
2010-01-12,898652.7247684798,135.68,1968.24
2010-01-13,889824.5072375175,134.79,1959.43
2010-01-14,899601.8285596649,136.06,1965.81
2010-01-15,901722.7801993125,135.75,1974.13
2010-01-19,878154.6497179499,131.97,1967.4
2010-01-20,875928.8074946748,132.35,1957.82
2010-01-21,869247.676822305,130.59,1964.18
2010-01-22,870639.48815107,130.61,1967.08
2010-01-25,877498.5426805399,130.66,1981.96
2010-01-26,870270.13824168,130.96,1961.97
2010-01-27,867859.93301744,129.68,1972.22
2010-01-28,858883.0204813373,126.77,1988.05
2010-01-29,850261.2780143623,124.95,1991.21
2010-02-01,839842.450853065,123.74,1982.29
2010-02-02,834758.5734333999,123.56,1972.6
2010-02-03,838524.8263651874,125.25,1959.93
2010-02-04,836362.576130235,124.37,1966.02
2010-02-05,841618.9408140801,123.92,1984.16
2010-02-08,836223.202258455,121.94,1997.13
2010-02-09,840876.71580792,122.28,2003.76
2010-02-10,834660.3245431001,122.86,1981.4
2010-02-11,832259.0984605424,123.69,1965.03
2010-02-12,827467.6415620999,124.49,1943.6
2010-02-16,831500.76787855,125.78,1936.9
2010-02-17,835381.7861625225,127.41,1925.79
2010-02-18,835354.3179752099,127.16,1928.79
2010-02-19,845544.4287636499,128.9,1930.94
2010-02-22,845537.2477651549,129.07,1928.86
2010-02-23,815552.7576153374,124.55,1914.87
2010-02-24,815676.4822676249,123.78,1924.75
2010-02-25,819770.8997758499,123.96,1932.15
2010-02-26,809599.1148911599,121.28,1941.98
2010-03-01,814251.7361206799,122.91,1932.32
2010-03-02,800460.4077734548,121.77,1913.86
2010-03-03,804060.3367318499,123.9,1895.86
2010-03-04,812617.4389136925,123.87,1916.41
2010-03-05,811188.7564177375,122.65,1928.33
2010-03-08,799089.6332043074,122.43,1902.31
2010-03-09,799855.8464051099,123.21,1894.44
2010-03-10,804599.3801007249,124.13,1894.3
2010-03-11,805222.6234189498,124.76,1888.05
2010-03-12,812378.8480478548,125.58,1894.79
2010-03-15,811033.2777968574,125.47,1892.99
2010-03-16,801260.1482840625,123.05,1899.75
2010-03-17,807318.547385625,124.5,1896.15
2010-03-18,809078.19294753,125.06,1893.42
2010-03-19,827313.6323204498,127.96,1900.55
2010-03-22,823105.1758823299,126.62,1907.06
2010-03-23,823000.0673168999,126.6,1907.06
2010-03-24,831724.0782475899,128.26,1907.06
2010-03-25,842247.097127975,128.9,1923.41
2010-03-26,849711.8563968374,130.35,1922.91
2010-03-29,853441.5043693,130.18,1933.4
2010-03-30,860355.2591034774,131.41,1934.21
2010-03-31,859077.8237358899,131.64,1928.59
2010-04-01,850315.9649913502,130.55,1921.88
2010-04-05,850315.9649913502,130.55,1921.88
2010-04-06,845847.3242612251,130.55,1911.78
2010-04-07,852221.6203312349,131.82,1911.07
2010-04-08,851782.7653671049,130.94,1920.53
2010-04-09,842295.6872283525,128.21,1931.91
2010-04-12,828518.6654870401,126.48,1921.32
2010-04-13,827474.03055086,125.89,1926.16
2010-04-14,825552.9136597599,124.72,1936.22
2010-04-15,824598.12801168,124.38,1938.24
2010-04-16,823601.5606809375,123.75,1943.83
2010-04-19,816599.4593827674,122.57,1942.21
2010-04-20,818430.2009083199,122.22,1951.04
2010-04-21,817615.3427672174,122.33,1947.69
2010-04-22,819822.1175076901,122.68,1948.47
2010-04-23,829768.1735551998,123.95,1955.84
2010-04-26,831162.66735535,124.6,1950.89
2010-04-27,832635.2397018424,125.47,1943.41
2010-04-28,826358.2299299248,122.85,1961.82
2010-04-29,847237.260009525,125.82,1973.05
2010-04-30,851899.7943128749,126.94,1969.75
2010-05-03,847794.61605443,127.73,1950.44
2010-05-04,874043.8171603599,130.72,1973.42
2010-05-05,879175.2476822699,130.44,1988.47
2010-05-06,881843.2879003274,129.73,2003.37
2010-05-07,868200.5062975475,126.73,2010.13
2010-05-10,876024.634609905,126.63,2029.54
2010-05-11,858944.8730244798,126.76,1988.32
2010-05-12,862825.5603398749,128.09,1980.5
2010-05-13,864956.1552629799,129.62,1966.36
2010-05-14,861991.3855939099,129.62,1959.62
2010-05-17,858508.098670475,128.29,1968.1
2010-05-18,844948.9967267251,125.79,1968.1
2010-05-19,855836.6801478448,127.13,1976.46
2010-05-20,858110.50592542,125.92,1997.09
2010-05-21,863732.6683246801,125.34,2017.68
2010-05-24,856534.1745165149,125.53,1998.42
2010-05-25,845085.4177855924,125.27,1975.01
2010-05-26,851070.5052804076,125.23,1989.51
2010-05-27,856191.9552119998,127.2,1976.4
2010-05-28,852629.3664536998,127.31,1966.8
2010-06-01,855883.8361429124,127.53,1971.55
2010-06-02,861707.9268529875,128.61,1971.45
2010-06-03,862554.4091656798,129.42,1963.36
2010-06-04,858372.7542929001,128.8,1961.47
2010-06-07,851883.8177073123,127.25,1965.83
2010-06-08,851883.8177073123,127.25,1965.83
2010-06-09,849574.0855593749,127.25,1960.5
2010-06-10,846238.4654614273,128.01,1943.41
2010-06-11,854932.39297433,130.84,1928.83
2010-06-14,892122.4909654747,138.14,1925.35
2010-06-15,908252.218410075,141.18,1925.35
2010-06-16,933292.3496901949,146.59,1917.82
2010-06-17,957003.1210145998,151.6,1912.29
2010-06-18,940970.0413550248,149.45,1902.78
2010-06-21,951428.3943215699,151.08,1906.61
2010-06-22,954506.9788760274,153.31,1889.51
2010-06-23,945534.5554973999,151.92,1886.05
2010-06-24,949195.8822960624,151.69,1895.75
2010-06-25,987968.5686832496,159.0,1896.87
2010-06-28,995861.1843426398,160.16,1900.36
2010-06-29,993183.2610886999,159.52,1901.65
2010-06-30,973296.7768373849,154.29,1916.46
2010-07-01,979840.4034313124,155.85,1913.15
2010-07-02,986744.1436791399,158.72,1897.33
2010-07-06,962473.3192328374,155.35,1884.31
2010-07-07,935024.51686842,150.24,1882.47
2010-07-08,956154.22767436,152.48,1901.38
2010-07-09,958046.4127860446,153.98,1889.61
2010-07-12,957162.0818327698,154.98,1877.66
2010-07-13,960755.7149475998,155.72,1877.2
2010-07-14,973304.2149496874,158.75,1871.19
2010-07-15,969121.1425062472,157.67,1873.87
2010-07-16,981081.67421242,160.18,1871.96
2010-07-19,981026.5223361896,159.48,1878.77
2010-07-20,966462.0596592498,157.25,1872.92
2010-07-21,947674.75980793,153.61,1872.92
2010-07-22,933961.21100546,151.52,1867.07
2010-07-23,947958.8813127398,154.54,1864.04
2010-07-26,965090.7284235526,157.53,1867.47
2010-07-27,963687.82096675,158.06,1859.5
2010-07-28,954257.0868524923,156.89,1852.83
2010-07-29,950857.9100401424,156.89,1846.23
2010-07-30,976354.9708614624,162.41,1841.35
2010-08-02,998904.4842295748,166.7,1842.79
2010-08-03,981281.0027251,164.32,1832.45
2010-08-04,956384.8204544149,159.17,1834.58
2010-08-05,954308.0612494,159.8,1824.52
2010-08-06,952913.3056506248,160.15,1818.5
2010-08-09,943415.574512455,158.57,1815.46
2010-08-10,942464.8696159951,159.06,1808.93
2010-08-11,952063.7779309798,160.86,1810.12
2010-08-12,951259.9743057124,160.97,1807.55
2010-08-13,971585.70677025,164.55,1812.2
2010-08-16,992275.8472128699,166.19,1835.32
2010-08-17,996524.3395501898,167.03,1835.32
2010-08-18,980938.0492821251,166.58,1810.75
2010-08-19,973046.4582198799,165.28,1808.14
2010-08-20,984725.7818265726,166.43,1819.13
2010-08-23,1007127.3255095248,170.7,1820.93
2010-08-24,995649.5295239624,169.95,1806.93
2010-08-25,941773.995721185,157.89,1818.86
2010-08-26,924255.0575726875,154.25,1820.29
2010-08-27,944981.09115795,159.3,1811.46
2010-08-30,975425.37327246,164.73,1817.68
2010-08-31,997172.3705133849,168.41,1823.74
2010-09-01,988411.1210706971,166.39,1826.31
2010-09-02,997144.6421809124,169.35,1815.09
2010-09-03,1006680.8527565624,171.75,1810.65
2010-09-07,1012430.3099146225,173.23,1807.73
2010-09-08,1022914.0264831124,175.23,1808.65
2010-09-09,1045158.1200637497,180.35,1803.0
2010-09-10,1029293.849259885,177.21,1802.54
2010-09-13,1026700.1717011599,176.86,1801.04
2010-09-14,1020102.0835526399,176.42,1793.28
2010-09-15,1038660.0287936123,180.79,1788.05
2010-09-16,1044461.4342394649,179.77,1806.78
2010-09-17,1047218.8706962124,179.77,1811.55
2010-09-20,1025579.37155322,175.98,1806.76
2010-09-21,1000797.133964925,171.9,1798.73
2010-09-22,998139.9007941074,170.63,1805.31
2010-09-23,1007097.1004449024,172.61,1803.71
2010-09-24,1004923.3939021198,171.39,1810.72
2010-09-27,1004822.4878935649,171.51,1809.46
2010-09-28,1022316.9547600625,175.85,1802.15
2010-09-29,1034685.94688558,178.12,1804.06
2010-09-30,1023961.3645589899,176.44,1799.89
2010-10-01,1022762.1590297923,176.07,1801.01
2010-10-04,1009583.0233430426,173.99,1795.93
2010-10-05,958517.4935074472,163.01,1802.09
2010-10-06,962324.313651855,163.74,1802.43
2010-10-07,960828.2056089749,164.1,1796.29
2010-10-08,953560.6068845999,163.72,1786.2
2010-10-11,970832.0510849673,167.21,1786.37
2010-10-12,968961.3742460025,166.83,1786.37
2010-10-13,990498.9852222299,171.16,1786.77
2010-10-14,1000806.8910618899,172.71,1791.56
2010-10-15,1011949.9124691,173.87,1801.2
2010-10-18,1012564.13944268,173.24,1807.88
2010-10-19,1010621.1163449499,172.85,1807.88
2010-10-20,1026188.1379586373,174.89,1817.45
2010-10-21,1046776.8788334,179.56,1812.6
2010-10-22,1072927.32288412,184.36,1816.28
2010-10-25,1082503.0972947124,185.47,1823.05
2010-10-26,1096786.8074017803,187.37,1830.96
2010-10-27,1100868.1798978874,187.29,1838.45
2010-10-28,1103446.681679265,186.86,1846.41
2010-10-29,1082874.739733325,183.57,1839.9
2010-11-01,1096235.10124678,187.18,1831.64
2010-11-02,1082959.94554055,184.55,1831.64
2010-11-03,1094110.3741953822,185.13,1845.51
2010-11-04,1089421.6341252474,184.79,1840.51
2010-11-05,1114035.5181118622,191.99,1821.05
2010-11-08,1110182.838564525,191.63,1817.7
2010-11-09,1128686.30957434,194.02,1828.28
2010-11-10,1173798.0806676298,201.96,1836.27
2010-11-11,1169057.19416948,198.32,1858.01
2010-11-12,1147961.73323755,194.2,1858.01
2010-11-15,1112556.8505422247,186.85,1861.74
2010-11-16,1128307.5977461198,189.92,1861.74
2010-11-17,1116279.1419733248,185.35,1880.98
2010-11-18,1111952.5553817449,185.11,1875.78
2010-11-19,1144817.3416028249,192.65,1865.82
2010-11-22,1153273.3145583374,193.15,1875.39
2010-11-23,1163406.1931359998,194.32,1882.0
2010-11-24,824687.7259730999,128.1,1892.84
2010-11-26,1165458.7376216673,193.87,1889.11
2010-11-29,1141362.643640395,187.22,1906.69
2010-11-30,1150151.71786768,187.72,1916.96
2010-12-01,1157103.608394195,187.26,1932.63
2010-12-02,1161562.2054267547,187.99,1933.58
2010-12-03,1159224.4699199998,189.09,1920.0
2010-12-06,1151551.8034108826,190.31,1896.73
2010-12-07,1162104.0136646875,193.15,1889.75
2010-12-08,1162002.9409317446,194.19,1880.82
2010-12-09,1148526.8374194447,191.59,1880.82
2010-12-10,1154559.26471952,190.19,1902.72
2010-12-13,1174811.0578117648,192.98,1911.87
2010-12-14,1219076.94321765,203.55,1894.12
2010-12-15,1218392.6178709727,202.71,1899.89
2010-12-16,1225832.2571483997,203.4,1905.84
2010-12-17,1228517.603909035,202.66,1916.09
2010-12-20,1259158.9484624425,207.59,1923.13
2010-12-21,1267755.45767563,208.52,1928.71
2010-12-22,1316708.3933104197,216.93,1934.96
2010-12-23,1316354.54187963,216.93,1934.44
2010-12-27,1322123.33024816,217.36,1939.54
2010-12-28,1339185.4929032798,217.36,1964.57
2010-12-29,1381967.0082143198,217.36,2027.33
2010-12-30,1356438.52273952,217.36,1989.88
2010-12-31,1304699.88328592,217.36,1913.98
2011-01-03,1304699.88328592,217.36,1913.98
2011-01-04,1311646.6786600375,220.15,1902.71
2011-01-05,1279839.1667371746,214.45,1899.86
2011-01-06,1275817.371065215,214.33,1894.82
2011-01-07,1265094.37330925,215.5,1869.94
2011-01-10,1248815.5165493698,213.64,1859.97
2011-01-11,1251480.8591392797,214.16,1859.97
2011-01-12,1266278.1200430074,217.47,1856.79
2011-01-13,1294721.039578615,223.21,1855.46
2011-01-14,1263990.89816758,216.02,1864.36
2011-01-18,1279647.8564274348,217.99,1872.46
2011-01-19,1279956.01325064,219.09,1864.64
2011-01-20,1251961.355517125,216.65,1841.9
2011-01-21,1253977.196111145,216.02,1849.59
2011-01-24,1284663.18669975,223.5,1838.94
2011-01-25,1283293.2702789372,222.75,1842.43
2011-01-26,1262696.209168295,217.18,1853.71
2011-01-27,1302654.878325075,223.86,1862.05
2011-01-28,1299696.6227569499,223.74,1858.7
2011-01-31,1337850.4825065047,231.29,1857.98
2011-02-01,1345810.8775543298,231.46,1867.82
2011-02-02,1359426.1391612273,236.17,1853.33
2011-02-03,1364813.3990239098,237.32,1852.67
2011-02-04,1378400.88545016,238.48,1863.03
2011-02-07,1375449.4829433046,236.62,1872.01
2011-02-08,1379480.7466314323,237.43,1871.81
2011-02-09,1371576.5768341997,235.4,1875.32
2011-02-10,1412786.8721478046,241.03,1891.54
2011-02-11,1420647.4800317246,242.89,1889.1
2011-02-14,1399883.9734180123,240.15,1880.37
2011-02-15,1440225.33512,246.25,1891.84
2011-02-16,1448911.0537303323,246.43,1902.01
2011-02-17,1458705.4087733326,247.47,1907.69
2011-02-18,1432588.0987833252,244.55,1893.46
2011-02-22,1487372.9608988252,257.22,1879.15
2011-02-23,1516910.2863205776,261.29,1889.69
2011-02-24,1499846.6892845698,256.71,1898.28
2011-02-25,1479896.81945248,252.88,1898.39
2011-02-28,1493414.1306195096,255.89,1895.56
2011-03-01,1521063.0477192148,259.38,1907.37
2011-03-02,1509164.98860556,256.24,1913.21
2011-03-03,1512038.84195045,256.36,1916.05
2011-03-04,1519167.697324365,259.42,1904.73
2011-03-07,1511509.6259508024,260.17,1890.23
2011-03-08,1552363.1481609626,267.55,1893.17
2011-03-09,1575889.1387089118,272.59,1889.85
2011-03-10,1609721.7487007526,280.79,1879.49
2011-03-11,1542459.70989825,269.0,1871.97
2011-03-14,1501551.28824085,261.97,1866.2
2011-03-15,1512358.4680336271,262.49,1876.29
2011-03-16,1470967.7852000722,252.77,1887.67
2011-03-17,1492975.4845431247,256.25,1892.62
2011-03-18,1513115.4648205198,262.56,1876.78
2011-03-21,1529387.1560142448,266.02,1874.79
2011-03-22,1535276.9653442102,267.16,1874.79
2011-03-23,1505932.7996327998,262.8,1866.34
2011-03-24,1488224.16633429,259.14,1867.74
2011-03-25,1466648.6386498373,255.35,1865.11
2011-03-28,1491064.996951777,259.13,1871.37
2011-03-29,1478470.2230781997,255.7,1877.84
2011-03-30,1486469.4442399996,255.7,1888.0
2011-03-31,1472243.4378568123,254.25,1879.47
2011-04-01,1462202.3376097495,253.65,1870.6
2011-04-04,1433270.3956040246,249.78,1858.95
2011-04-05,1411825.5299598447,247.41,1846.78
2011-04-06,1450877.6621283998,256.4,1838.29
2011-04-07,1434340.8827410575,254.89,1826.97
2011-04-08,1470083.4851114773,262.29,1825.09
2011-04-11,1471261.1749273622,263.77,1817.35
2011-04-12,1469998.2550534324,263.77,1815.79
2011-04-13,1473353.7420845097,264.06,1818.14
2011-04-14,1508413.6428108825,270.93,1818.91
2011-04-15,1511369.8059190498,272.82,1811.1
2011-04-18,1529229.5741858848,278.18,1800.63
2011-04-19,1521721.2350911724,276.81,1799.79
2011-04-20,1545529.3919215698,283.22,1790.54
2011-04-21,1567404.8785497574,289.07,1782.59
2011-04-25,1563474.9449839569,288.27,1782.59
2011-04-26,1543915.15372523,284.47,1781.56
2011-04-27,1568952.2900290801,288.44,1787.88
2011-04-28,1560874.8227698172,287.47,1784.11
2011-04-29,1546378.1292849449,287.47,1767.54
2011-05-02,1568727.9186866647,291.94,1768.19
2011-05-03,1592327.8491580624,296.75,1768.37
2011-05-04,1586707.9269282997,295.84,1767.05
2011-05-05,1531136.6754809124,285.07,1763.45
2011-05-06,1514997.0269707348,280.69,1769.46
2011-05-09,1513115.6676455599,281.42,1763.12
2011-05-10,1523813.4748622498,280.7,1779.7
2011-05-11,1512725.52155571,276.37,1791.72
2011-05-12,1478435.5835376051,268.27,1798.66
2011-05-13,1482012.017309505,267.47,1807.86
2011-05-16,1466836.303069252,264.83,1805.37
2011-05-17,1443933.9915275548,258.69,1814.98
2011-05-18,1460776.3858112423,260.29,1826.03
2011-05-19,1508120.6771973646,269.93,1824.62
2011-05-20,1473852.1374965576,264.67,1814.99
2011-05-23,1423041.6312131248,253.75,1819.86
2011-05-24,1444614.20994275,256.75,1828.12
2011-05-25,1442354.28374312,256.22,1828.64
2011-05-26,1464963.8699748798,260.24,1831.58
2011-05-27,1458003.9764021873,259.15,1829.75
2011-05-31,1440102.1988256748,257.55,1817.34
2011-06-01,1429299.1741904423,258.49,1797.83
2011-06-02,1382613.0362802448,250.38,1789.41
2011-06-03,1406452.1197955797,256.06,1784.12
2011-06-06,1442455.8910964124,263.23,1785.05
2011-06-07,1397592.8220830122,254.11,1785.05
2011-06-08,1402643.1234156552,257.54,1770.13
2011-06-09,1392260.717954645,255.46,1769.83
